,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
25419,7D1A354299006051238F0B9,2012-03-22 15:44:03.857000000,2012-03-29 00:00:00,4000,168.89,1.0,36,0.33553,E,16,Motorcycle
25434,D7EA35587993867107BE085,2012-10-01 12:34:27.417000000,2012-10-12 00:00:00,3000,125.86,1.0,36,0.33051,E,13,Household Expenses
25440,2E0A354816519083179CDEA,2012-06-06 19:00:56.557000000,2012-06-15 00:00:00,6000,227.53,1.0,36,0.25259,C,1,Debt Consolidation
25443,2AF935477015861020E66F9,2012-05-15 08:08:54.180000000,2012-05-24 00:00:00,13000,312.76,1.0,60,0.17849,A,1,Debt Consolidation
25448,133B35525759814398FE9EA,2012-07-12 18:30:43.460000000,2012-07-17 00:00:00,15000,473.39,1.0,60,0.31375,D,2,Home Improvement
25452,12303553043482274154BF6,2012-07-28 12:03:49.510000000,2012-08-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
25459,07183539388001594AECB6F,2012-02-25 12:46:53.383000000,2012-03-02 00:00:00,7000,179.47,1.0,60,0.20358,B,2,Home Improvement
25466,2BCF3543111094423F8D43F,2012-03-26 15:28:01.117000000,2012-04-19 00:00:00,7000,276.54,1.0,36,0.2837,D,1,Debt Consolidation
25467,2BD635373694916760601E5,2012-01-12 16:52:38.803000000,2012-01-24 00:00:00,15000,348.71,1.0,60,0.15784,A,2,Home Improvement
25471,2BED3551657944516A7B358,2012-07-02 08:06:56.040000000,2012-07-05 00:00:00,3500,128.33,1.0,36,0.22742,C,2,Home Improvement
25472,2BF835425671034382866C0,2012-04-04 10:41:08.180000000,2012-05-21 00:00:00,5000,138.66,1.0,60,0.24702,C,2,Home Improvement
25474,58843556428653643C0838C,2012-09-06 19:27:16.810000000,2012-09-14 00:00:00,15000,472.75,1.0,36,0.09736,AA,1,Debt Consolidation
25475,588E3546373125404E8F20F,2012-04-29 11:22:30.913000000,2012-05-04 00:00:00,5000,435.34,1.0,12,0.11893,A,1,Debt Consolidation
25476,5896354265130127781A30A,2012-03-18 00:28:01.223000000,2012-03-30 00:00:00,6400,220.26,1.0,36,0.17359,B,16,Motorcycle
25478,58A03547784836642B85E9B,2012-05-30 16:19:11.150000000,2012-06-06 00:00:00,10000,366.66,1.0,36,0.22742,C,1,Debt Consolidation
25488,B0FE3543315708194D1DDF5,2012-04-03 18:43:14.790000000,2012-04-11 00:00:00,9500,290.37,1.0,60,0.2968,D,1,Debt Consolidation
25489,B10135464730310359F2B6F,2012-05-05 18:55:31.883000000,2012-05-15 00:00:00,4000,168.89,1.0,36,0.33553,E,15,Medical/Dental
25512,CDF835515634477614FDBA4,2012-07-05 12:21:06.850000000,2012-07-10 00:00:00,2000,0.0,1.0,12,0.158,B,3,Business
25516,7D1B354776402221518E1CE,2012-05-18 09:55:06.127000000,2012-05-24 00:00:00,5500,161.08,1.0,60,0.27462,C,1,Debt Consolidation
25518,78763562246542412D2507A,2012-11-14 07:49:56.017000000,2012-11-27 00:00:00,10000,360.22,1.0,36,0.21434,C,2,Home Improvement
25527,8EB63552463212968A03878,2012-07-07 07:14:57.503000000,2012-07-13 00:00:00,11000,388.14,1.0,36,0.19921,B,18,Taxes
25532,FA4435401090062069234F5,2012-02-22 03:57:50.613000000,2012-02-28 00:00:00,12000,448.96,1.0,36,0.24246,C,15,Medical/Dental
25549,2B6A35358961561188169AB,2011-12-28 00:05:11.687000000,2012-01-04 00:00:00,10000,398.18,1.0,36,0.28974,D,3,Business
25577,2E16354388857399672B9C6,2012-03-26 12:08:04.740000000,2012-05-22 00:00:00,15000,1288.58,1.0,12,0.06589,AA,2,Home Improvement
25582,612E353624058254090F19C,2012-01-14 16:24:16.483000000,2012-01-18 00:00:00,3500,151.99,1.0,36,0.35797,HR,1,Debt Consolidation
25583,613F354350612659068F3FE,2012-04-10 12:56:46.797000000,2012-04-18 00:00:00,15000,458.48,1.0,60,0.2968,D,2,Home Improvement
25586,6A353534837183530DFDD9C,2011-12-31 08:11:35.580000000,2012-01-04 00:00:00,4000,171.41,1.0,36,0.34731,E,1,Debt Consolidation
25596,72413555576490496C9FEF0,2012-08-21 16:38:33.450000000,2012-08-24 00:00:00,4600,134.96,1.0,60,0.27554,C,1,Debt Consolidation
25609,76663555739187108EE4F55,2012-08-24 06:25:18.607000000,2012-08-29 00:00:00,10000,372.6,1.0,36,0.23939,C,1,Debt Consolidation
25612,769A35583572626181403EC,2012-09-13 10:38:16.333000000,2012-09-26 00:00:00,2000,86.85,1.0,36,0.35797,HR,6,Auto
25635,B3C035608552174697639A1,2012-10-24 18:27:10.500000000,2012-10-29 00:00:00,15000,377.0,1.0,60,0.19907,B,3,Business
25638,B3C835440269292084B5E9D,2012-04-14 08:25:08.800000000,2012-04-17 00:00:00,15000,383.35,1.0,60,0.20705,B,1,Debt Consolidation
25649,FA4A355640665734821596D,2012-09-03 12:22:22.600000000,2012-09-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
25651,FA5B355155086468814FEA6,2012-06-30 02:47:43.490000000,2012-07-10 00:00:00,12000,373.22,1.0,36,0.08829,AA,2,Home Improvement
25684,2E5C353796370055830FDAB,2012-02-09 09:27:01.693000000,2012-02-13 00:00:00,4000,171.08,1.0,36,0.34577,E,3,Business
25685,6BB93561045494538FB3847,2012-10-18 13:12:19.450000000,2012-10-25 00:00:00,15000,565.05,1.0,36,0.24758,C,2,Home Improvement
25686,6BCF35483033721671FB265,2012-05-18 01:28:06.323000000,2012-05-30 00:00:00,15000,415.99,1.0,60,0.24702,C,2,Home Improvement
25690,5AFC3550090354650910A63,2012-06-27 13:47:40.233000000,2012-07-09 00:00:00,7000,178.9,1.0,60,0.20705,B,13,Household Expenses
25701,460235585416979271C35FD,2012-10-02 11:59:42.287000000,2012-10-09 00:00:00,20000,445.7,1.0,60,0.14341,AA,1,Debt Consolidation
25718,A793354987725898982AC17,2012-06-19 16:49:01.720000000,2012-06-25 00:00:00,6000,227.53,1.0,36,0.25259,C,1,Debt Consolidation
25725,13C335364657164740F56C3,2012-01-07 23:21:17.043000000,2012-01-20 00:00:00,12000,349.97,1.0,60,0.27246,C,1,Debt Consolidation
25736,4C0F3537274374455E1162D,2012-01-27 22:24:11.740000000,2012-02-14 00:00:00,11000,282.03,1.0,60,0.20358,B,1,Debt Consolidation
25744,CE99355106615395354C442,2012-07-03 05:12:12.973000000,2012-07-11 00:00:00,6500,166.12,1.0,60,0.20705,B,19,Vacation
25753,F04E354012705504644D050,2012-02-23 06:35:40.050000000,2012-02-28 00:00:00,13500,505.09,1.0,36,0.24246,C,7,Other
25754,F04F35379278354184A5E14,2012-02-08 09:25:08.053000000,2012-02-15 00:00:00,4000,171.08,1.0,36,0.34577,E,7,Other
25758,E4573561766470809B1F46A,2012-10-20 16:49:51.147000000,2012-10-31 00:00:00,16000,437.64,1.0,60,0.24015,C,1,Debt Consolidation
25776,068F3549477024136F1B305,2012-06-04 10:25:50.487000000,2012-06-13 00:00:00,2000,86.85,1.0,36,0.35797,HR,7,Other
25783,2E6435515186793346D8E16,2012-06-26 11:40:30.560000000,2012-06-28 00:00:00,4000,128.39,1.0,36,0.12427,A,1,Debt Consolidation
25794,7F043552461421013817A07,2012-07-25 09:08:57.367000000,2012-08-01 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
25810,C5E135510031551714BAF74,2012-07-02 17:45:10.293000000,2012-07-11 00:00:00,15000,529.28,1.0,36,0.19921,B,13,Household Expenses
25825,CEA735459490652886E9C77,2012-04-27 22:21:05,2012-05-09 00:00:00,12000,278.29,1.0,60,0.16151,A,1,Debt Consolidation
25826,CEA8355872422909808DAEF,2012-09-23 18:46:15.360000000,2012-09-26 00:00:00,3500,131.84,1.0,36,0.24758,C,1,Debt Consolidation
25831,CED235432262671014E6C11,2012-04-09 09:18:25.267000000,2012-04-24 00:00:00,8000,299.31,1.0,36,0.24246,C,13,Household Expenses
25836,4C203554950159965688163,2012-08-07 07:52:24.840000000,2012-08-10 00:00:00,7000,205.38,1.0,60,0.27554,C,13,Household Expenses
25839,5EBC3554830913688EE429D,2012-08-19 07:56:01.863000000,2012-08-27 00:00:00,25000,803.63,1.0,36,0.12528,A,3,Business
25842,55A23548308994481B97C89,2012-06-06 08:33:37.160000000,2012-06-13 00:00:00,2000,77.28,1.0,36,0.26681,D,1,Debt Consolidation
25844,A79B35498631020311A0A8C,2012-06-04 14:45:10.320000000,2012-06-15 00:00:00,7000,241.6,1.0,36,0.18316,B,3,Business
25847,A7AD3541349815788682A77,2012-03-12 13:10:25.293000000,2012-03-19 00:00:00,11000,411.55,1.0,36,0.24246,C,20,Wedding Loans
25848,A7B23554389764522B72047,2012-08-07 19:33:22.010000000,2012-08-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
25850,A7C2354968501105997D06B,2012-06-22 01:50:45.583000000,2012-06-27 00:00:00,10000,292.87,1.0,60,0.27462,C,1,Debt Consolidation
25863,C89535545722561103A8E5A,2012-08-20 20:30:43.620000000,2012-08-28 00:00:00,14000,388.1,1.0,60,0.24682,C,1,Debt Consolidation
25870,2C2B3547132233711DEC00F,2012-05-20 17:29:26.440000000,2012-05-29 00:00:00,13000,492.99,1.0,36,0.25259,C,15,Medical/Dental
25884,07543562462692288A6724C,2012-11-18 12:16:18.950000000,2012-11-21 00:00:00,3500,117.91,1.0,36,0.15833,A,18,Taxes
25886,34233538633715646B6D90C,2012-02-08 10:05:59.493000000,2012-02-10 00:00:00,5800,184.41,1.0,36,0.11766,A,1,Debt Consolidation
25891,30A23536082339765A64775,2012-01-11 13:43:43.873000000,2012-01-24 00:00:00,15000,437.46,1.0,60,0.27246,C,3,Business
25895,147C35551178012390B195C,2012-08-09 18:12:24.950000000,2012-08-28 00:00:00,20000,622.03,1.0,36,0.08829,AA,2,Home Improvement
25905,7F443545886478260B7EE81,2012-04-24 13:16:40.377000000,2012-06-26 00:00:00,3000,110.0,1.0,36,0.22742,C,1,Debt Consolidation
25906,7F50354632312557176C6B5,2012-05-14 19:15:24.570000000,2012-05-30 00:00:00,4000,169.78,1.0,36,0.33973,E,1,Debt Consolidation
25909,6DE53549025579706564715,2012-05-28 12:18:49.113000000,2012-06-06 00:00:00,4000,169.78,1.0,36,0.33973,E,1,Debt Consolidation
25914,4E793537126319986BC98BA,2012-01-12 17:35:26.163000000,2012-01-18 00:00:00,4000,171.98,1.0,36,0.34998,E,1,Debt Consolidation
25915,62983560705687640E6798E,2012-10-31 06:11:38.110000000,2012-11-02 00:00:00,13000,445.19,1.0,36,0.17754,B,1,Debt Consolidation
25916,62983563538192175F7AF71,2012-11-15 19:16:58.170000000,2012-11-21 00:00:00,2000,181.99,1.0,12,0.24369,C,7,Other
25922,C60B3536719219875981F39,2012-01-21 05:24:15.397000000,2012-01-26 00:00:00,4000,160.14,1.0,36,0.29394,D,2,Home Improvement
25927,C664354234401701502801E,2012-03-30 07:15:33.973000000,2012-05-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
25935,CF1C3552239498265AA0126,2012-07-12 09:49:04.077000000,2012-07-25 00:00:00,7000,230.87,1.0,36,0.14328,A,20,Wedding Loans
25938,55A63555699672562F5CFDB,2012-09-03 04:51:11,2012-09-11 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
25941,55A935418942068235EA518,2012-03-14 12:51:17.247000000,2012-03-22 00:00:00,2000,86.85,1.0,36,0.35797,HR,1,Debt Consolidation
25955,A7FC35452518267381B290E,2012-05-01 09:59:09.293000000,2012-05-04 00:00:00,5500,212.53,1.0,36,0.26681,D,15,Medical/Dental
25958,B9623539955534340EBE72D,2012-02-21 10:51:39.190000000,2012-02-28 00:00:00,3000,96.79,1.0,36,0.12782,A,2,Home Improvement
25963,B97F3542712220572C9E739,2012-03-16 10:42:34.240000000,2012-03-21 00:00:00,3742,136.68,1.0,36,0.22456,C,1,Debt Consolidation
25966,C8AE356366184949359E262,2012-11-10 17:25:42.197000000,2012-12-20 00:00:00,2819,122.42,0.7047,36,0.35797,HR,1,Debt Consolidation
25974,2C57355564106138671CA0B,2012-08-14 07:41:33.710000000,2012-08-28 00:00:00,4000,135.82,1.0,60,0.35365,E,1,Debt Consolidation
25980,2C863532604802043E96D25,2011-11-24 15:37:21.933000000,2012-01-30 00:00:00,15000,437.46,1.0,60,0.27246,C,7,Other
25984,12EE35621886422797078A6,2012-10-28 08:04:22.043000000,2012-10-30 00:00:00,6000,135.63,1.0,60,0.14985,A,14,Large Purchases
25986,12F435602440026105485F2,2012-10-15 18:21:52.033000000,2012-10-25 00:00:00,5500,169.89,1.0,60,0.30234,D,2,Home Improvement
25994,0760355987235848514CAC3,2012-09-28 12:20:52.223000000,2012-10-15 00:00:00,25000,577.05,1.0,60,0.15936,A,3,Business
25997,07773554126647264621AA3,2012-08-02 09:48:56.537000000,2012-08-28 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
26009,629E3554615720215BF8BDC,2012-08-12 09:45:05.707000000,2012-08-20 00:00:00,5800,176.55,1.0,60,0.29464,D,1,Debt Consolidation
26014,6F4835569789459448F03DC,2012-09-07 08:37:53.143000000,2012-09-11 00:00:00,15000,412.66,1.0,60,0.24302,C,1,Debt Consolidation
26017,6F51354541672148586FECC,2012-04-25 15:23:30.113000000,2012-05-10 00:00:00,10000,277.33,1.0,60,0.24702,C,2,Home Improvement
26018,30DA3553343527096B6CA86,2012-07-26 05:01:52.313000000,2012-07-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
26026,36C63556793003219E3257F,2012-09-08 04:29:38.563000000,2012-09-12 00:00:00,7000,635.65,1.0,12,0.23961,C,1,Debt Consolidation
26027,C66C3547107786532D03667,2012-05-04 10:03:11.597000000,2012-05-08 00:00:00,2000,0.0,1.0,12,0.158,B,18,Taxes
26032,C685353877102652714C3BC,2012-02-14 14:14:32.600000000,2012-02-17 00:00:00,2500,108.57,1.0,36,0.35797,HR,13,Household Expenses
26037,CFA435385591000814E361A,2012-02-12 13:42:27.933000000,2012-02-28 00:00:00,3500,127.84,1.0,36,0.22456,C,1,Debt Consolidation
26041,CFB935389205812754001B7,2012-02-17 17:08:18.080000000,2012-02-24 00:00:00,7500,238.46,1.0,36,0.11766,A,1,Debt Consolidation
26048,4D6F35398353303133C8BDD,2012-03-02 08:20:23.800000000,2012-03-13 00:00:00,7000,261.9,1.0,36,0.24246,C,1,Debt Consolidation
26049,4D7935471386274593D9F5B,2012-05-08 10:59:43.380000000,2012-05-17 00:00:00,10000,397.55,1.0,36,0.28851,D,2,Home Improvement
26070,1337354795153951033A874,2012-06-04 11:45:36.007000000,2012-07-11 00:00:00,10000,277.33,1.0,60,0.24702,C,3,Business
26079,C8D735593485055202F45BC,2012-10-01 14:07:03.340000000,2012-10-10 00:00:00,10000,304.4,1.0,60,0.29464,D,1,Debt Consolidation
26085,C9043540881104409A12247,2012-03-02 11:14:18.697000000,2012-03-15 00:00:00,3500,151.99,1.0,36,0.35797,HR,15,Medical/Dental
26089,85A63548255683674DFCE39,2012-05-22 00:49:40.110000000,2012-05-29 00:00:00,15000,360.88,1.0,60,0.17849,A,3,Business
26090,85A835444219507937C60CC,2012-04-09 06:57:15.713000000,2012-04-25 00:00:00,14989,560.81,0.9992,36,0.24246,C,6,Auto
26100,06F235396486882351EABCC,2012-02-27 15:00:35.257000000,2012-03-19 00:00:00,2000,86.85,1.0,36,0.35797,HR,2,Home Improvement
26114,BB523562458585107BB5BC6,2012-11-02 06:05:17.540000000,2012-11-06 00:00:00,6500,145.35,1.0,60,0.14494,A,1,Debt Consolidation
26122,90D43552248288059694F75,2012-07-20 09:33:09.870000000,2012-07-26 00:00:00,13750,433.69,1.0,60,0.31344,D,1,Debt Consolidation
26126,90FA354017155511034421B,2012-02-23 08:02:09.917000000,2012-04-12 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
26130,145635651314334988BF099,2012-12-16 20:02:20.723000000,2012-12-27 00:00:00,2500,215.68,1.0,12,0.27181,D,13,Household Expenses
26139,2C973558651517668FB4570,2012-10-03 09:38:17.697000000,2012-10-05 00:00:00,3200,117.28,1.0,36,0.22712,C,1,Debt Consolidation
26142,2CAA3549938479167AE443D,2012-06-15 09:00:09.930000000,2012-07-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
26150,36E73547954680971955952,2012-05-17 06:50:29.117000000,2012-05-29 00:00:00,4000,102.23,1.0,60,0.20705,B,13,Household Expenses
26161,FF453558022332562CEA5E5,2012-09-11 12:36:41.757000000,2012-09-18 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
26162,FF4535586314042801F3777,2012-09-22 07:47:49.020000000,2012-09-27 00:00:00,13000,395.72,1.0,60,0.29464,D,2,Home Improvement
26184,7C153559471027290DDDF63,2012-10-11 06:10:59.263000000,2012-10-15 00:00:00,4000,169.94,1.0,36,0.34045,E,1,Debt Consolidation
26192,07B635589602942706990C9,2012-10-07 17:55:14.470000000,2012-10-22 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
26193,07BD3562781312623442BAB,2012-11-04 18:21:34.687000000,2012-11-13 00:00:00,2000,79.44,1.0,36,0.2878,D,2,Home Improvement
26194,07C53533170240385307F2D,2011-12-08 13:04:35.980000000,2012-01-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
26200,B9F93548081241958EF1B6F,2012-05-27 21:20:51.703000000,2012-06-14 00:00:00,4500,161.96,1.0,36,0.21372,B,1,Debt Consolidation
26235,BBC135545882794891CE1D2,2012-08-10 07:33:25.190000000,2012-08-30 00:00:00,14500,563.11,1.0,36,0.2706,D,2,Home Improvement
26241,9E5735449347030176446C3,2012-04-29 10:16:05.923000000,2012-05-04 00:00:00,6000,144.35,1.0,60,0.17849,A,1,Debt Consolidation
26247,2CDC35457804000849E1B65,2012-05-01 10:44:21.607000000,2012-05-04 00:00:00,4000,168.89,1.0,36,0.33553,E,3,Business
26248,2CDD3552351356422041EAA,2012-07-23 00:10:25.970000000,2012-08-02 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
26251,2CF535471290851016B0A44,2012-05-23 14:28:16.483000000,2012-06-01 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
26252,2CF9356373758929215DAC1,2012-11-17 13:21:54.343000000,2012-12-17 00:00:00,11000,292.9,1.0,60,0.22693,B,1,Debt Consolidation
26258,2CBA354010701298425164D,2012-02-14 14:04:56.147000000,2012-02-28 00:00:00,10500,269.21,1.0,60,0.20358,B,1,Debt Consolidation
26259,2CBD3563067696730C76974,2012-11-26 12:48:00.583000000,2012-12-17 00:00:00,5652,172.32,0.7065,60,0.29546,D,1,Debt Consolidation
26269,A0C63538609486724D8D38D,2012-02-02 06:40:10.170000000,2012-02-17 00:00:00,7000,179.47,1.0,60,0.20358,B,1,Debt Consolidation
26270,A0CA3533768259391539AE0,2011-12-21 10:04:58.780000000,2012-01-25 00:00:00,5000,158.98,1.0,36,0.11766,A,3,Business
26271,A0D4354780234928765070B,2012-05-19 21:38:13.293000000,2012-05-30 00:00:00,4500,131.79,1.0,60,0.27462,C,16,Motorcycle
26275,6ECB35611373204002946F6,2012-10-21 10:27:48.187000000,2012-10-29 00:00:00,6000,517.59,1.0,12,0.07371,AA,1,Debt Consolidation
26284,C24B3559565899315B4ADD1,2012-10-17 15:59:06.797000000,2012-10-26 00:00:00,4600,165.7,1.0,36,0.21434,C,15,Medical/Dental
26291,7DEF3535926709691481CA5,2012-01-07 11:49:58.407000000,2012-01-13 00:00:00,3000,120.11,1.0,36,0.29394,D,3,Business
26297,076B35498482746975C55DD,2012-06-26 09:57:29.410000000,2012-06-29 00:00:00,15000,450.0,1.0,60,0.28704,D,2,Home Improvement
26308,13FB3537647873163139D47,2012-01-23 15:49:42.180000000,2012-01-27 00:00:00,4500,177.71,1.0,36,0.28339,D,1,Debt Consolidation
26312,1413353818133374972E8DB,2012-02-04 13:38:54.933000000,2012-02-10 00:00:00,25000,581.19,1.0,60,0.15784,A,7,Other
26316,A83535366071495332956B3,2012-01-04 18:45:25.743000000,2012-01-09 00:00:00,4000,128.58,1.0,36,0.12528,A,1,Debt Consolidation
26319,A83F354045821298405A708,2012-03-05 09:11:21.193000000,2012-04-20 00:00:00,8000,234.29,1.0,60,0.27462,C,1,Debt Consolidation
26336,9E813548700241701B0DB0A,2012-05-23 03:53:50.503000000,2012-05-25 00:00:00,5000,134.85,1.0,60,0.23318,B,13,Household Expenses
26341,9EB6355643706998081182E,2012-08-26 14:41:24.617000000,2012-09-06 00:00:00,8001,288.21,1.0,36,0.21434,C,3,Business
26351,2F0035374556287533875B5,2012-01-17 19:09:04.530000000,2012-01-23 00:00:00,4000,171.08,1.0,36,0.34577,E,1,Debt Consolidation
26362,A0E6354549391653557B01A,2012-04-14 11:57:40.707000000,2012-04-17 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
26363,A8D035361132290045F368E,2011-12-29 11:54:07.780000000,2012-01-04 00:00:00,4000,171.08,1.0,36,0.34577,E,2,Home Improvement
26367,FC143551347967778FE48B0,2012-06-25 04:43:17.667000000,2012-06-26 00:00:00,3200,102.71,1.0,36,0.12427,A,19,Vacation
26371,66563563316061670C5D437,2012-11-07 20:11:24.413000000,2012-11-14 00:00:00,4000,125.2,1.0,60,0.30933,D,2,Home Improvement
26372,665B35554826828678F7D27,2012-08-27 15:41:47.197000000,2012-08-31 00:00:00,5600,219.38,1.0,36,0.27725,D,3,Business
26373,667035535284858021200EC,2012-07-25 15:40:23.527000000,2012-07-30 00:00:00,20000,543.77,1.0,60,0.23718,B,2,Home Improvement
26382,BD7035496288886552FB753,2012-06-15 08:46:51.283000000,2012-06-19 00:00:00,15000,404.54,1.0,60,0.23318,B,1,Debt Consolidation
26389,12EC354764526834776A38E,2012-05-15 07:58:56.140000000,2012-05-17 00:00:00,3000,90.0,1.0,60,0.28704,D,13,Household Expenses
26391,130635641638175158E7F4E,2012-11-21 06:48:08.417000000,2012-11-28 00:00:00,10000,355.48,1.0,36,0.20462,B,1,Debt Consolidation
26394,131A3545162827272B47E62,2012-04-13 10:58:09.150000000,2012-04-23 00:00:00,15000,473.39,1.0,60,0.31375,D,1,Debt Consolidation
26397,6C413554191105205DE2FF0,2012-08-01 10:41:27.537000000,2012-09-10 00:00:00,11000,346.68,1.0,36,0.09736,AA,1,Debt Consolidation
26406,081C355628664872443AF50,2012-08-24 07:17:38.077000000,2012-08-28 00:00:00,3500,131.84,1.0,36,0.24758,C,7,Other
26407,082D3535186101168E92942,2012-01-05 10:33:04.583000000,2012-01-18 00:00:00,4500,146.34,1.0,60,0.32989,D,15,Medical/Dental
26408,0856353757964345574A2E1,2012-01-12 16:42:30.977000000,2012-01-24 00:00:00,5000,128.19,1.0,60,0.20358,B,1,Debt Consolidation
26409,085E35573387173908AB812,2012-09-03 01:10:31.043000000,2012-09-11 00:00:00,5500,126.95,1.0,60,0.15936,A,11,Engagement Ring
26414,A8893548060548699982BC5,2012-05-23 07:35:11.240000000,2012-05-30 00:00:00,2000,68.49,1.0,60,0.35838,E,6,Auto
26424,BC093552317479365437AC6,2012-07-10 10:04:13.900000000,2012-07-20 00:00:00,3500,151.99,1.0,36,0.35797,HR,20,Wedding Loans
26426,BC303561529189614BE2DE7,2012-10-16 15:47:34.707000000,2012-10-18 00:00:00,10350,389.88,1.0,36,0.24758,C,1,Debt Consolidation
26432,9EC8353593606164933FA8A,2012-01-17 14:04:44.747000000,2012-01-26 00:00:00,25000,766.11,1.0,36,0.06828,AA,1,Debt Consolidation
26447,2D8D3557867838076F4469F,2012-09-25 08:54:42.123000000,2012-10-09 00:00:00,20000,630.33,1.0,36,0.09736,AA,1,Debt Consolidation
26450,2F3835515563115134EBB0C,2012-07-02 14:22:52.983000000,2012-07-06 00:00:00,4000,168.89,1.0,36,0.33553,E,1,Debt Consolidation
26456,FC1935404497068528E838B,2012-02-22 20:01:43.250000000,2012-02-29 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
26462,B49135615615505478E116D,2012-10-30 06:57:59.660000000,2012-11-05 00:00:00,10000,325.38,1.0,60,0.3302,E,1,Debt Consolidation
26463,B4923546725907046F10B74,2012-05-17 20:17:26.413000000,2012-05-25 00:00:00,3500,119.86,1.0,60,0.35838,E,1,Debt Consolidation
26468,57E335613518546051883F1,2012-10-16 07:28:24.203000000,2012-10-18 00:00:00,15000,565.05,1.0,36,0.24758,C,7,Other
26470,57FB3551600757381399417,2012-07-08 04:55:52.300000000,2012-07-13 00:00:00,5000,164.9,1.0,36,0.14328,A,7,Other
26471,5800355865056747569B585,2012-09-18 08:02:36.683000000,2012-09-24 00:00:00,5000,146.7,1.0,60,0.27554,C,1,Debt Consolidation
26472,580335432822625636A8D12,2012-03-26 08:59:05.820000000,2012-04-16 00:00:00,10000,322.62,1.0,36,0.12782,A,1,Debt Consolidation
26474,13273552561463914B3A390,2012-07-15 05:42:57.827000000,2012-07-19 00:00:00,15000,596.32,1.0,36,0.28851,D,1,Debt Consolidation
26478,13D1354162887425959B227,2012-03-24 06:24:58.363000000,2012-03-30 00:00:00,25000,806.56,1.0,36,0.12782,A,1,Debt Consolidation
